text,health rating,,,,,,,,,,,,,,,
"Legit question. Are the masks they are wearing preventing them from getting the virus, or to stop them from spreading it if they cough or something, or both? I've heard so much about masks, like only certain kinds work etc... no idea what to believe now.",1,,,,,,,,,,,,,,,
"If Crowley had a heart, it would’ve sunk. With a cough, she looked away. “That’s sweet of you.” She said. Bless it, she once again felt dumb. “Um, anything else?”",0,,,,,,,,,,,,,,,
Don’t cough !,0,,,,,,,,,,,,,,,
Someone should go cough in that fucking bitch boys face and give his whole family covid,0,,,,,,,,,,,,,,,
i kinda wanna cough but im in the bus ahhhhh,3,,,,,,,,,,,,,,,
"I have tons of books at home for herbs and how they work and what you can make with them, i made cough syrup in flu-season. My mom made dandelion Honey and gave me some, it was sooooo good",0,,,,,,,,,,,,,,,
She’s so strange,0,,,,,,,,,,,,,,,
"Enough already! If all I have to do is breath or cough on you to infect you, then why the torture?This is #bullshit #COVID19 #CovidTesting #CovidTest #IDoNotConsent https://twitter.com/rexchapman/status/1254943961476739072 …pic.twitter.com/f6vm6ZkHk3",0,,,,,,,,,,,,,,,
https://twitter.com/daveberggren/status/1255268148749746176 …pic.twitter.com/TLWsaQNKrC,0,,,,,,,,,,,,,,,
"U kiddning? Spreading false rape, abuse, and pedophilia allegations is just a little white lie it's not it destroys innocent people's lives cough* cough* Johnny Depp",0,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/ …,0,,,,,,,,,,,,,,,
Does anyone else feel like they've gotten the coronavirus at some point but just never got tested for confirmation? My parents are convinced that I had it last month when I came down with flu-like symptoms that left me in bed unable to move for days followed by a lingering cough.,4,,,,,,,,,,,,,,,
"Ummmm I'm assuming these professionals, these researchers wouldn't want to hold Pence's raw dick in their hand....nor would they want Pence to cough on them REGARDLESS if his test came back negative or not.",1,,,,,,,,,,,,,,,
You cough?,0,,,,,,,,,,,,,,,
Cough in his face. https://twitter.com/DoYouEvenLif/status/1255217130112520196 …,0,,,,,,,,,,,,,,,
"If any of you have survived COVID-19, I am curious about long term effects. Do you feel you have recovered 100% or does the cough, shortness of breath, digestive issues, and/or and body aches linger forever?",4,,,,,,,,,,,,,,,
Cough on her someone please,0,,,,,,,,,,,,,,,
I'm pretty sure Pence is going to cough on Trump so he can become President for the remainder of the term. Ijs......,0,,,,,,,,,,,,,,,
"-- skin too soon after to be a coincidence - secret. Hidden. But he could only claim that the slowly worsening cough was a reaction to the springtime pollen for so long. No reddened eyes, no runny nose, no congestion - he could only hope those he was clos",2,,,,,,,,,,,,,,,
Size doesn’t always matter in basketball. Cough cough ** CHRIS PAUL**,0,,,,,,,,,,,,,,,
Can @stellarosawines send me a couple bottles (*cough* a case) of their Stella Berry wine? It’s so fudging GOOD.,0,,,,,,,,,,,,,,,
Rosen should cough up #3 https://twitter.com/ohthatscash/status/1255254785760137216 …,0,,,,,,,,,,,,,,,
"Now, turn your head to the left and cough.",0,,,,,,,,,,,,,,,
"Cringe culture is pretty much why I have my own toxic relationship with the pkmn fandom I was so sick of fandoms I was in being called toxic when no one was doing anything, like it be called toxic over FANART and FANFICS. (*cough* FNAF *cough*)",0,,,,,,,,,,,,,,,
"The #Hoseok effect. Is coming to tear your bias list on tiny pieces. Like flowers petals, because everything related to Hobi is cute and..ahem...*coughs* You can't escape the Hoseok effect! Surrender! #제이홉 #정호석https://twitter.com/btsarmyteacher/status/1255277604803956738 …",0,,,,,,,,,,,,,,,
@RadioFreeTom Woonsocket teacher resigns after being accused of asking coronavirus carrier to cough on Trump https://www.providencejournal.com/news/20200428/woonsocket-teacher-resigns-after-being-accused-of-asking-coronavirus-carrier-to-cough-on-trump …,0,,,,,,,,,,,,,,,
"These shocks to the system - like the banking collapse no one *coughs* apparently saw coming - always work so the money flows up. The poor get screw, the rich hoover up their assets. Rinse and repeat.",0,,,,,,,,,,,,,,,
"CHINA THREW ""WAPO, NYTIMES, CNN, MSNBC ETC. OUT. WHERE IS MEDIA OUTRAGE? THEY DID NOT RESIST. WHAT DID THEY SAY? NOTHING!!! THEY ARE ONLY HOLDING TRUMP ""ACCOUNTABLE"". THEY BEHAVE LIKE A MOUSE WHEN CHINA COUGH. SELECTED ACCOUNTABILITY? ""MEAN-DIA"" OR MEDIA WHICH ONE ARE THEY?",0,,,,,,,,,,,,,,,
Bruh ! I’m paying stupid amount for a x right now and I got mugged off when I took the contract out! Cough @AirenAnderson cough,0,,,,,,,,,,,,,,,
*cough* pic.twitter.com/0kaGaCA1H1,0,,,,,,,,,,,,,,,
**cough** **cough** @SenatorCollins,0,,,,,,,,,,,,,,,
I just saw a lady open up as Halls cough drop and I instantly got shook up.,2,,,,,,,,,,,,,,,
C'mon.... it's gross to deliberately cough on people even if we didn't have covid 19. Disgusting.,2,,,,,,,,,,,,,,,
Cough brayden cough,0,,,,,,,,,,,,,,,
#DearIreland We're still pissed off about 1922...,0,,,,,,,,,,,,,,,
A rock covered in covid coughs,0,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_campaign=websitesharingbuttons … via @gatewaypundit,0,,,,,,,,,,,,,,,
"You should deal with that cough, hope you have coverage! Dont need big pharma gouging you",0,,,,,,,,,,,,,,,
*coughs*,0,,,,,,,,,,,,,,,
"Majority of viruses don’t survive in direct sunlight, humidity, high temps. This outdide the body. You can get a cold if someone directly coughs on you. That’s depends on how strong your immune system is. You didn’t hit no one with facts. Quit being vague about your “facts”",0,,,,,,,,,,,,,,,
"To help us make informed decisions about restrictions & slow the spread of #coronavirus, testing has been widened to include anyone who’s showing mild ﬂu-like symptoms, has a sore throat, a runny nose, a cough or a cold. Get tested today and save lives. http://coronavirus.vic.gov.au pic.twitter.com/1DxA3SxKnW",0,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_medium=PostTopSharingButtons&utm_campaign=websitesharingbuttons … via @gatewaypundit,0,,,,,,,,,,,,,,,
"I really be trying to hold my cough in, in public and be ready to die",3,,,,,,,,,,,,,,,
Unless he coughs or spits on someone what is is danger?,2,,,,,,,,,,,,,,,
Coughs on Yumisbot.,0,,,,,,,,,,,,,,,
"Don't cough on me. No, not true. Actually, neither.",0,,,,,,,,,,,,,,,
Me and my family have all got a cough and sore throat but the best thing is to do is not worrie about it I know saying that is easier then doing it but hope you all well and hope you all safe,4,,,,,,,,,,,,,,,
1k cough the face reveal dude @holywtd,0,,,,,,,,,,,,,,,
"Right. If you are asymptomatic, and you sneeze or cough, still do it in your elbow sleeve and not all over whomeber is nearby. Wash your hands , forever in your home alone.",0,,,,,,,,,,,,,,,
Damn,0,,,,,,,,,,,,,,,
"that you don’t seem to be commenting about Lucia’s constant colorful language, hmm... I wonder why that might be? *cough*cough*hypocrisy!*cough*cough*... sorry, just had to clear my throat a little there. What’s that quote again, oh ya... “I must just be allergic to bullshit!”",0,,,,,,,,,,,,,,,
When you have to cough in public: pic.twitter.com/z6COA7tbmT,1,,,,,,,,,,,,,,,
My question is do they remove 2 rows behind you or for sake of argument 1 row. After if someone coughs or sneezes your in the kill zone. Who touches the overhead or are they banned. One is never safe period no system will work.,0,,,,,,,,,,,,,,,
Amy Bednarz-whose extremist posts were uncovered by Reason Foundation Director of School Choice Corey A. DeAngelis. Rhode Island School. Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_medium=PostTopSharingButtons&utm_campaign=websitesharingbuttons … via @gatewaypundit,0,,,,,,,,,,,,,,,
It look so uptown,0,,,,,,,,,,,,,,,
"So how do you spread it if you don’t cough or sneeze and wash your hands often, and the other people wash their hands often",0,,,,,,,,,,,,,,,
Did anyone cough or sneeze on him? #VPchallengehttps://www.nbcnews.com/politics/white-house/pence-flouts-mayo-clinic-policy-touring-facility-without-mask-n1194556?fbclid=IwAR3yH2xCk9ikamZ39lMpclR58--K1741bHs8-l2PVba80_mr5jrDiLxRfnw …,0,,,,,,,,,,,,,,,
Can I travel back in time and start college over. Missing my rugby family something fierce today. Just wanna be single handedly consuming an entire case of natty and falling into some bushes post match right now. Cough cough @_logay,0,,,,,,,,,,,,,,,
brb going out side to cough on White men,0,,,,,,,,,,,,,,,
"You say that, but I can burn anything.... *cough @RaidoFive cough*",0,,,,,,,,,,,,,,,
"no one actually speaks Dutch, it’s just a complex set of coughs and grunts, similar to how animals communicate",0,,,,,,,,,,,,,,,
can't wait for rona to go so i can cough and sneeze without fear of being prosecuted,2,,,,,,,,,,,,,,,
Well when somebody sneezes or coughs it's going to be over and Jesus nor the gay Jesus is going to save him,0,,,,,,,,,,,,,,,
"I've been seeing overwhelmingly negative comments from kfans who aren't hardcore apink stans and IDGI Y'ALL NEED TO GET YOUR EARS CHECKED. Some fucker even said it sounds like no no no and so it's boring? Like,,,, ????????",0,,,,,,,,,,,,,,,
Southeast Asian *coughs in Filipino* pic.twitter.com/2Kwk4RBLLM,0,,,,,,,,,,,,,,,
"I do what I can my man....thank you. Ahem, you still didn’t answer honestly, ahem. Cough cough.",0,,,,,,,,,,,,,,,
"I’ve recently gotten a cough every night, and it’s always gone by the morning, but I still shit myself every time",0,,,,,,,,,,,,,,,
"cough , cough , cough",0,,,,,,,,,,,,,,,
"Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump . This nonhuman POS, Needs to be charged , Tried , Convicted and JAILED https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_medium=PostTopSharingButtons&utm_campaign=websitesharingbuttons … via @gatewaypundit",0,,,,,,,,,,,,,,,
"What if you're outside and the wind's blowing hard? ""The virus that causes COVID-19 is mainly transmitted through droplets generated when an infected person coughs, sneezes, or speaks. These droplets are too heavy to hang in the air. They quickly fall on floors or surfaces.""",0,,,,,,,,,,,,,,,
have u heard of the holocaust,0,,,,,,,,,,,,,,,
Like sparkling cough medicine to me!,0,,,,,,,,,,,,,,,
Gov: cover your mouth when you cough T-Rex: pic.twitter.com/BSGCizB7Uf,0,,,,,,,,,,,,,,,
THIS IS THE MANDATE FOR ALL TX BIZ GOING FORWARD. IT'S COMMUNISM AT IT'S CORE. U HAVE 2 INDOCTRINATE UR EMPLOYEES W/CDC BS & TATTLE ON EACH OTHER & REQUIRE TESTING. FOR GOD'S SAKE DON'T SNEEZE OR COUGH EVER AGAIN. THIS ISN'T WHAT I CALL FREEDOM. https://gov.texas.gov/uploads/files/organization/opentexas/OpenTexas-Report.pdf …,0,,,,,,,,,,,,,,,
"It's common sense. You can have the illness and be asymptomatic. If you cough on the grocery cart without a mask, you've now infected countless people. That said, I still am on the side of individual free, not ""communitarian"" restrictions. Especially, since the data is revealing",1,,,,,,,,,,,,,,,
BUSTED. Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_medium=PostTopSharingButtons&utm_campaign=websitesharingbuttons … via @gatewaypundit,0,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_campaign=websitesharingbuttons … via @gatewaypundit,0,,,,,,,,,,,,,,,
the way we were just— *cough cough*,0,,,,,,,,,,,,,,,
"4) like ground glass opacities in the lungs - glass like substance seen on imaging which we typically only see in immune compromised, specifically secondary AIDS infections. Like clock work, they start to hemorrhage and cough off pink froth. They become extremely hypoxic",2,,,,,,,,,,,,,,,
I'm loving how @PeterSantenello edits his videos and adds *Filmed before the pandemic* whenever he randomly coughs.,0,,,,,,,,,,,,,,,
Thank you!,0,,,,,,,,,,,,,,,
"My hmo says they have tests, but don't come in unless you have fever And cough symptoms or a doctors order.",4,,,,,,,,,,,,,,,
I’d let you cough directly into my face on some homie shit,1,,,,,,,,,,,,,,,
ah yes the two genders phillip and morris *coughs up a lung*,0,,,,,,,,,,,,,,,
Me scouting for 5th anni Mao till im homeless and rioting happyele for being the reason I live in a sewer with nothing but my two Mao plushies and the Mao merch I sto- *COUGH* received as a gift pic.twitter.com/kQPN6f4La4,0,,,,,,,,,,,,,,,
"I love when a celebrity responds directly to you, whether on twitter, tiktok, etc. I prefer when it's a mutually fun experience but it can also be funny like if they argue with you back and forth for a week (cough Dean Cain).",0,,,,,,,,,,,,,,,
"*gags as he was yanked forward, coughs* Oww...fuck! *looks at her*",0,,,,,,,,,,,,,,,
"“You all know my financial situation, it’s not good enough, give me more money, I need wrestlers cough pay meeee bills",0,,,,,,,,,,,,,,,
"The symptoms matched very close in the covid check list and of course my age, but they were also chronic.. Runny nose..dishsoap/doing dishes Extended soul shaking cough in morning..way too much weed Shortness of breath..after the coughing thing and forgetting to take BP meds",4,,,,,,,,,,,,,,,
cough prettymuch cough,4,,,,,,,,,,,,,,,
"Barf,cough,cough,barf,wipe mouth off with sleave,spit,ooohhh god hurl,barf,please god make it stop",4,,,,,,,,,,,,,,,
•It was just a cough-• https://twitter.com/lugnicianlust/status/1255289467662929920 …,0,,,,,,,,,,,,,,,
we got some sketches on this live right now. click before you miss it!!!!https://youtu.be/_WTeeVEG6vU,0,,,,,,,,,,,,,,,
@kamolydorneles cough cough compra pra mim https://twitter.com/criterion/status/1255144500990603268 …,0,,,,,,,,,,,,,,,
-coughs- Pasa el privatter---,0,,,,,,,,,,,,,,,
"Please @TuckerCarlson talk about herd immunity and how if someone coughs in your face, 4 hours later you are sick, where as if you pick up a germ on the gas tank, your body has time to build up immunities and fight the virus, maybe 5-6 days later! It's just science!",0,,,,,,,,,,,,,,,
"I'm getting there, Henry. Still so tired and cough is lingering. Edibles are the only thing that makes me stop coughing! You all good?",4,,,,,,,,,,,,,,,
"also, you can use population, given China isn't exactly, cough, completely forthcoming with their numbers, and when someone does bring anything up within China, they magically disappear.",0,,,,,,,,,,,,,,,
Let's say there's a guy who used to make video on YouTube about indie game dev and wants to get back to it after 5 years without posting anything. What topic would you like him to talk about? Asking for... my uncle *cough,0,,,,,,,,,,,,,,,
"I do , complete with a ball cap, then I cough once in awhile just to get people to move out of my way",2,,,,,,,,,,,,,,,
Imma delete mine too cause i just peeped how that may get misconstrued,0,,,,,,,,,,,,,,,
I actual personal know someone with the China virus. No symptoms. His wife has a bad cough.,4,,,,,,,,,,,,,,,
Sailor Moon is better than JoJo's Bizarre Adventure.,0,,,,,,,,,,,,,,,
Hehe..hehe.. yah... Cough,0,,,,,,,,,,,,,,,
"I wanna be cool and smoke weed with rappers but the reality is that I would hit the weed once, cough, cry, pass out in front of all the bad bitches.",0,,,,,,,,,,,,,,,
Cleaning the plane and then packing it like a sandwich not going to help us! As a regular traveler I use to cringe every time the person behind or next to me cough or sneeze. And I regularly cleaned my space before sitting down but I will have real anxiety if that happens now!,2,,,,,,,,,,,,,,,
Have Rudy Gobert cough on em. They won’t know what hit em. https://twitter.com/ajplus/status/1255192026917855235 …,0,,,,,,,,,,,,,,,
just saw some1 say their fav feel good song is cough syrup !!!! fucking cough syrup,3,,,,,,,,,,,,,,,
yeah...control... *coughs up a bottle cap*,0,,,,,,,,,,,,,,,
How else do democrat ‘public servants’ get 100 million dollars in their bank accts... Pelosi et al need to cough up their financials....tax returns.... Barr needs to follow the money....,0,,,,,,,,,,,,,,,
Considering this virus is making lions cough.... I did wonder what the probability of kids having a special bubble around them was...,2,,,,,,,,,,,,,,,
"Dang it, now I'm craving spiedies. (Although, to be fair *cough*, the best ones have always been from a little place in Endwell.)",0,,,,,,,,,,,,,,,
"When I had Covid19, it was a crappy 48 hours and a long couple of weeks with a cough. But I was able to train for a marathon while recovering.",0,,,,,,,,,,,,,,,
September 29th,0,,,,,,,,,,,,,,,
So it is like the whooping cough test.,1,,,,,,,,,,,,,,,
"Cloud's true self emerges during the hug scene and he hugs Tifa SUPER TIGHT to the point it hurt her. Let that sink in. True Cloud emerged and held her that tight. ""I will never let you go"" ""would you be here in my embrace"" -cough-",1,,,,,,,,,,,,,,,
"bg stans r like that a LOT. i never see gg stans who brag about accomplishments, probably because ggs just dont win enough like bgs do (cough bc of misogyny cough)",1,,,,,,,,,,,,,,,
Eminem's cough is better than him https://twitter.com/Ore_akiinde/status/1255230022534737922 …,0,,,,,,,,,,,,,,,
"no, they cough in their servants' faces",0,,,,,,,,,,,,,,,
Yo no correlation.. i was bumping roc a fella hot 97 shit and thats all hov kept saying..,0,,,,,,,,,,,,,,,
"Its not about you breathing it in. Its about reducing the amount of what comes out of your mouth when you speak, sneeze, cough. It is to protect others.",1,,,,,,,,,,,,,,,
https://youtu.be/xzrxXtKFnsQ @CoryxKenshin #SpookyScarySunday Cough before u go into your bathroom.,0,,,,,,,,,,,,,,,
quick someone cough in his mouth https://twitter.com/nbcnews/status/1255219612473589761 …,0,,,,,,,,,,,,,,,
Shopping list: Ableton Serum New wires for my keyboard Microphone,0,,,,,,,,,,,,,,,
Let them cough all over each other. https://twitter.com/realTuckFrumper/status/1255251296224980992 …,0,,,,,,,,,,,,,,,
"I just want to make sure the risk was worth it and that after the visit to Mike Pence he is able to give Donald Trump an in person, boots on the ground, report on what its like out that. If Pence coughs or sneezes, not a deal breaker. Get in there close. https://twitter.com/sparks_randi/status/1255280002448461826 …",0,,,,,,,,,,,,,,,
via @speakingtree Is Your Cough Infectious%3F http://itim.es/M8cXVZ,0,,,,,,,,,,,,,,,
“cyrodiilic chauvinist”,0,,,,,,,,,,,,,,,
cough ---- https://twitter.com/VIGILANTNOMORE/status/1255284895401852929 …,0,,,,,,,,,,,,,,,
"Walking out of a grocery store and I hear a dude who’s twenty feet away from me with a bandana on cough, hell NAH",3,,,,,,,,,,,,,,,
"If the VP doesn't need to wear a mask, I don't need to either. I'm feeling fine. Nothing wrong with me. Cough, cough. It's my allergies.",0,,,,,,,,,,,,,,,
"Cherishing your words, TY!! It was quite ""under the radar"" as I didn't need to upset family here (mom, kids, siblings - my brother is 3 weeks out of a positive dx). Cough is much better today. Grateful for 1 day turn around-waiting is not good!",0,,,,,,,,,,,,,,,
"Right up until someone coughs or sneezes nearby you (which is totally out of your control), or you touch something contaminated and then touch your face. Best wishes.",2,,,,,,,,,,,,,,,
"U saved lives? or U just lie like washing your food n packages after shopping-WHO has not found a case of the virus transmitted this way, the virus can be transmitted by people that have no symptoms WHO's investigating but you need at least a cough, Who recommends 3 feet not 6",2,,,,,,,,,,,,,,,
I’m sitting at the clinic waiting to see the doctor and suddenly I have this urgency to fkn cough because my throat is dehydrated. I don’t want the other patient to think I have the virus,4,,,,,,,,,,,,,,,
*polite cough* recipe *politer cough*,0,,,,,,,,,,,,,,,
mba... /cough,0,,,,,,,,,,,,,,,
jfc lmao,0,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_campaign=websitesharingbuttons … via @gatewaypundit,0,,,,,,,,,,,,,,,
"In my unit (non-COVID), Hospital guests don’t have to mask. I’m a big fan of #Masks4All and everyone covering their cough/sneeze/etc. Since it’s allergy season, there’s a lot of that RN.",3,,,,,,,,,,,,,,,
@allinwithchris can anyone cough on the prez and pence,1,,,,,,,,,,,,,,,
my little brother used to cough on ppl and shit bc he thought to get better u needed to give the sickness to other people,3,,,,,,,,,,,,,,,
RIPhttps://twitter.com/TMZ/status/1255139465523150849 …,0,,,,,,,,,,,,,,,
me with the fire extinguisher out front...”is everything okay?” *cough cough cough* *yeah all good” pic.twitter.com/clrCvOLt9c,0,,,,,,,,,,,,,,,
They weren’t going to cough it all up,0,,,,,,,,,,,,,,,
*cough cough* pic.twitter.com/4JH3qT53GG,0,,,,,,,,,,,,,,,
You will be tested... he probably won’t unless he coughs in your plastic face.,4,,,,,,,,,,,,,,,
Cough cough Do you need me to remind you?,0,,,,,,,,,,,,,,,
go show em the #toxicity,0,,,,,,,,,,,,,,,
When you at Lenox and hear gunshots in the distance and the person next to you coughs pic.twitter.com/jH4sYGMWD7,1,,,,,,,,,,,,,,,
"all lies Joe like news reports about washing your food n packages after shopping-WHO has not found a case of the virus transmitted this way, the virus can be transmitted by people that have no symptoms WHO's investigating but you need at least a cough, Who recommends 3 feet not 6",1,,,,,,,,,,,,,,,
no matter how much i dab that cough after ...... pic.twitter.com/Ylk2UbsEUm,1,,,,,,,,,,,,,,,
"⠀ Smoke nipping at her lungs from her latest endeavour, a series of coughs racked her form as she escaped from the frontlines; a war had been started, but it would end here. Even in the throes of her victory, Evie had to admit, she’d miss @temperedbite! But, not that much. ⠀pic.twitter.com/dfVfh4EwC6",2,,,,,,,,,,,,,,,
Oh she's an anti vaxxer too? How charming. She'll need to stop by the diptheria and whooping cough parties as well.,3,,,,,,,,,,,,,,,
@ravynvi cough ahem cough,0,,,,,,,,,,,,,,,
cough coughy land,0,,,,,,,,,,,,,,,
I’ve said “uh-oh” after every cough so much that now it’s just part of my cough,0,,,,,,,,,,,,,,,
*coughs louder*,0,,,,,,,,,,,,,,,
Also you can *cough cough* ZIPLINE down the aisle @ChocChipMikaela @stateofsof,0,,,,,,,,,,,,,,,
"Yeah I do that too. And then ppl ask in the comments about whatever it is I left out, and I'm like...""I DUNNO!!"" *cough Stuck: You're a Doctor"" hahaha) Oh! Yep, that's exactly what I thought when I was reading his reaction.",0,,,,,,,,,,,,,,,
*violently coughs to not show my feelings and play it cool*,0,,,,,,,,,,,,,,,
cough pic.twitter.com/KbIel6fpOt,0,,,,,,,,,,,,,,,
I never said it was fun. What I experienced was pressure sensation/urge to sneeze cough. It is completely unnecessary to claim the experience of another is a “lie.” Retired Critical Care RN (20 yr) now defending health care professionals against med mal suits & licensing (28yr),0,,,,,,,,,,,,,,,
"#US CDC has added 6 new symptoms for #COVID19 in addition to fever, cough and shortness of breath: - Chills - Repeated shaking with chills - Muscle pain - Headache - Sore throat - New loss of taste or smell pic.twitter.com/1kkXJK4QXC",1,,,,,,,,,,,,,,,
I see ur commercial n gag. U authorized slaughter of this puppy. U are not the city's doctor. U r a despicable being with no compassion for animals. U allow ACC to have disease infested slaughterhouse n kill dogs for cough bc of filth. #resignhttps://twitter.com/Marylaw55555/status/1255286202179125249 …,0,,,,,,,,,,,,,,,
Who knows maybe sometime in the future youll see me in one of those big teams *cough* *cough* FaZe. But definitely not at this current moment.,0,,,,,,,,,,,,,,,
"Bingo. All these people saying “oh we can socially distance on an airplane”. Even without the tiny seats, it’s recirculated air. A cough and 15 B lands on the idiot in first class in 1A",0,,,,,,,,,,,,,,,
*cough* *cough*,0,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/ …,0,,,,,,,,,,,,,,,
"Let me just say, @aj_mclean singing ""Love On The Brain"" is perfect. PERFECT. I've always said one of the boys should do a cover album, *cough* @kevinrichardson *cough* @nickcarter *cough*",0,,,,,,,,,,,,,,,
Just cough bro lol,0,,,,,,,,,,,,,,,
So good news. if you have been to my streams you know ive been having a really bad cough/infection in my chest for months. I got the meds to help today. So crossing my fingers i can finally stop coughing and being in pain :D,4,,,,,,,,,,,,,,,
Also the paranoid 1970s thriller episode about a vast conspiracy where there are fake classes on the books so profs can get paid without working [cough],0,,,,,,,,,,,,,,,
"The new antivax billboard down the street reads ""Why are fully vaccinated students getting the whooping cough?"" Well, you mendacious jackholes, I'll tell you why: it's because the pertussis vaccine isn't 100% effective & pertussis is VERY contagious. 1/",2,,,,,,,,,,,,,,,
Coronavirus: Shocking footage shows grim reality of officers being cough... https://youtu.be/WH2MVGbANdc via @YouTube,0,,,,,,,,,,,,,,,
What’s the plan Joe?https://twitter.com/joebiden/status/1255285668911230981 …,0,,,,,,,,,,,,,,,
@djkaywise please I've been having stomach ache since morning with cough I was tested positive for HungerVid-19. Please where can I see food isolation centre.. #MeetJaidoP,0,,,,,,,,,,,,,,,
"I feel woozy & lethargic , no fever. No serious cough, no sore throat. But I feel I am breathing slower and it's making me tired.",4,,,,,,,,,,,,,,,
Cough me cough,2,,,,,,,,,,,,,,,
Use a humidifier @shanedawson also it could be just the chang of weather. I know it has been for me as I’ve had an on and off cough and cold for over a month,4,,,,,,,,,,,,,,,
Enough already! Wash your hands you filthy animals! Hahahaha......cough. cough....burp.,1,,,,,,,,,,,,,,,
Decrease in coherence could also decrease meaning. Lack of coherence of how the world is supposed to work. Lack of routine coughs also play into this. Laura King has some interesting research showing the connection between routine and meaning in life.,1,,,,,,,,,,,,,,,
I noticed that Anderson Cooper had a little cough last week and now because his show has not been on for two days I am worried that he full on has the coronavirus like a paranoid freak,2,,,,,,,,,,,,,,,
Pensam q São gatos cough cough @yankee_silvahttps://twitter.com/Antoniopacoo/status/1255119376304480257 …,0,,,,,,,,,,,,,,,
**Cough** Daniel Woren for dub *Coughcough**,0,,,,,,,,,,,,,,,
Bruh just go ahead and cough it up and get a new one,0,,,,,,,,,,,,,,,
Yes,0,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump. Her resignation was accepted 5-0 by the school board. She's lucky they didn't sack her outright. https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_medium=PostTopSharingButtons&utm_campaign=websitesharingbuttons … via @gatewaypundit,0,,,,,,,,,,,,,,,
Those ones you know never had it... What they do in those isolation centres if you go there and tell them you have cough .. Haha they will isolate you and count you among the Corona people them,0,,,,,,,,,,,,,,,
for people want sinaatras take (rather than making grand statements before we even hear from him *cough* monte *cough*) heres his twit longer https://www.twitlonger.com/show/n_1sr7l88 seems that changes to the format were not engaging for him along with general loss of passion for the game :),0,,,,,,,,,,,,,,,
Help prevent the spread of #COVID19 by following daily precautions. Wash your hands Avoid close contact with others Use a cloth face cover when around others Cover your coughs & sneezes Clean & disinfect frequently touched surfaces Learn more: https://bit.ly/2yUADLm pic.twitter.com/3lf2vNMFJf,0,,,,,,,,,,,,,,,
Already wasn’t messing with having to go to the hospital. The first thing my doctor does when she walks in is cough 4 times... I’m ready to go back home.,4,,,,,,,,,,,,,,,
Someone please inform me when the next anti stay at home rallies in California are so I can cough constantly around them,0,,,,,,,,,,,,,,,
No cough anymore they are heavy tea drinkers and with the help of vitamins they are good for now... but they were overly confident until that got sick,3,,,,,,,,,,,,,,,
If you touch items that aren’t disinfected you can get them. Also you can get it from the weather changes. I have had an on and off cough/ cold for over a month. STUPID WEATHER,1,,,,,,,,,,,,,,,
